Buchungsnummer,Reisedatum,Passagier-ID,Abfahrtsbahnhof,Zug-ID,Zugpersonal,Waggontyp,Reiseklasse,Fahrtstrecke_km,Tarif_pro_km,Ticketpreis,Reservierungsgebühr,Gesamtbetrag
TR-2021-003557,2023-11-01,Mieter-U-106-2,Hamburg,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),328,0.109,35.75,0.0,35.75
TR-2021-001623,2023-11-01,Mieter-U-048-2,Hamburg,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),131,0.216,28.3,0.0,28.3
TR-2021-003788,2023-11-01,Mieter-U-113-2,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),188,0.091,17.11,0.0,17.11
TR-2022-001811,2023-11-01,Mieter-U-054-1,Berlin,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),43,0.212,9.12,0.0,9.12
TR-2021-003925,2023-11-01,Mieter-U-117-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),459,0.105,48.2,0.0,48.2
TR-2022-003708,2023-11-01,Mieter-U-111-1,Köln,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),93,0.098,9.11,0.0,9.11
TR-2021-001321,2023-11-01,Mieter-U-039-1,Frankfurt,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.11,49.83,0.0,49.83
TR-2022-001935,2023-11-01,Mieter-U-058-1,Hamburg,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),488,0.446,217.65,0.0,217.65
TR-2021-003822,2023-11-01,Mieter-U-114-2,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),415,0.108,44.82,0.0,44.82
TR-2021-003961,2023-11-01,Mieter-U-118-3,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),40,0.233,9.32,0.0,9.32
TR-2021-001523,2023-11-01,Mieter-U-045-1,Köln,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),117,0.107,12.52,0.0,12.52
TR-2022-003674,2023-11-01,Mieter-U-110-1,Berlin,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),118,0.241,28.44,0.0,28.44
TR-2022-003577,2023-11-01,Mieter-U-107-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),270,0.092,24.84,0.0,24.84
TR-2022-001842,2023-11-01,Mieter-U-055-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),478,0.104,49.71,0.0,49.71
TR-2022-002005,2023-11-01,Mieter-U-060-1,Berlin,V-04,Thomas Weber,First Class Abteil,1. Klasse (Business),241,0.47,113.27,0.0,113.27
TR-2021-000202,2023-11-01,Mieter-U-006-2,München,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),48,0.222,10.66,0.0,10.66
TR-2021-003854,2023-11-01,Mieter-U-115-2,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),318,0.091,28.94,0.0,28.94
TR-2021-001352,2023-11-01,Mieter-U-040-2,Frankfurt,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),179,0.406,72.67,0.0,72.67
TR-2021-001491,2023-11-01,Mieter-U-044-2,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.441,123.48,0.0,123.48
TR-2022-003612,2023-11-01,Mieter-U-108-2,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.461,147.52,0.0,147.52
TR-2021-001456,2023-11-01,Mieter-U-043-3,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),117,0.494,57.8,4.9,62.7
TR-2022-001968,2023-11-01,Mieter-U-059-2,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.207,8.28,0.0,8.28
TR-2021-004058,2023-11-01,Mieter-U-121-2,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),130,0.1,13.0,0.0,13.0
TR-2021-004128,2023-11-01,Mieter-U-123-2,Köln,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),122,0.201,24.52,0.0,24.52
TR-2022-002040,2023-11-01,Mieter-U-061-1,Köln,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),448,0.095,42.56,0.0,42.56
TR-2022-003544,2023-11-01,Mieter-U-106-1,Hamburg,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),328,0.099,32.47,0.0,32.47
TR-2022-001904,2023-11-01,Mieter-U-057-3,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),212,0.105,22.26,0.0,22.26
TR-2021-003687,2023-11-01,Mieter-U-110-2,Berlin,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),118,0.236,27.85,0.0,27.85
TR-2022-003513,2023-11-01,Mieter-U-105-2,Berlin,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),318,0.102,32.44,0.0,32.44
TR-2021-000238,2023-11-01,Mieter-U-007-2,Hamburg,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),77,0.42,32.34,0.0,32.34
TR-2022-002106,2023-11-01,Mieter-U-063-2,Köln,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),146,0.232,33.87,0.0,33.87
TR-2021-003720,2023-11-01,Mieter-U-111-1,Köln,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),93,0.096,8.93,0.0,8.93
TR-2021-001591,2023-11-01,Mieter-U-047-2,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.454,13.17,0.0,13.17
TR-2021-001253,2023-11-01,Mieter-U-037-2,Frankfurt,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),242,0.457,110.59,0.0,110.59
TR-2021-004160,2023-11-01,Mieter-U-124-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),180,0.483,86.94,0.0,86.94
TR-2021-003993,2023-11-01,Mieter-U-119-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),34,0.493,16.76,0.0,16.76
TR-2022-001775,2023-11-01,Mieter-U-053-2,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.454,43.58,0.0,43.58
TR-2021-003755,2023-11-01,Mieter-U-112-3,Köln,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),68,0.234,15.91,0.0,15.91
TR-2022-004950,2023-11-01,Mieter-U-148-1,Berlin,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),62,0.207,12.83,0.0,12.83
TR-2021-001388,2023-11-01,Mieter-U-041-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),252,0.432,108.86,0.0,108.86
TR-2022-003643,2023-11-01,Mieter-U-109-2,Berlin,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),309,0.479,148.01,0.0,148.01
TR-2022-004951,2023-11-01,Mieter-U-148-2,Berlin,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),62,0.206,12.77,4.9,17.67
TR-2021-004023,2023-11-01,Mieter-U-120-3,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),98,0.474,46.45,0.0,46.45
TR-2021-001423,2023-11-01,Mieter-U-042-1,Köln,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),317,0.108,34.24,0.0,34.24
TR-2021-001555,2023-11-01,Mieter-U-046-1,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.477,119.73,0.0,119.73
TR-2021-001288,2023-11-01,Mieter-U-038-2,Köln,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),80,0.455,36.4,0.0,36.4
TR-2022-002074,2023-11-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.228,24.85,0.0,24.85
TR-2021-003889,2023-11-01,Mieter-U-116-2,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.093,31.34,0.0,31.34
TR-2022-003273,2023-12-01,Mieter-U-098-2,München,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),332,0.456,151.39,0.0,151.39
TR-2022-004553,2023-12-01,Mieter-U-136-2,Frankfurt,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),196,0.094,18.42,0.0,18.42
TR-2022-003811,2023-12-01,Mieter-U-114-2,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),415,0.106,43.99,0.0,43.99
TR-2022-004284,2023-12-01,Mieter-U-128-2,Berlin,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),98,0.096,9.41,0.0,9.41
TR-2022-004316,2023-12-01,Mieter-U-129-1,Hamburg,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),57,0.468,26.68,0.0,26.68
TR-2022-005021,2023-12-01,Mieter-U-150-1,München,V-01,Hans Müller,Bordshop,1. Klasse (Business),197,0.482,94.95,0.0,94.95
TR-2022-004522,2023-12-01,Mieter-U-135-1,München,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),129,0.096,12.38,0.0,12.38
TR-2022-003676,2023-12-01,Mieter-U-110-2,Berlin,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),118,0.211,24.9,4.9,29.8
TR-2022-003241,2023-12-01,Mieter-U-097-1,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.433,89.2,0.0,89.2
TR-2022-003171,2023-12-01,Mieter-U-095-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),332,0.097,32.2,0.0,32.2
TR-2022-004486,2023-12-01,Mieter-U-134-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),247,0.095,23.46,0.0,23.46
TR-2022-003777,2023-12-01,Mieter-U-113-2,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),188,0.094,17.67,0.0,17.67
TR-2022-004351,2023-12-01,Mieter-U-130-2,Köln,V-05,Markus Wagner,Bordshop,1. Klasse (Business),235,0.472,110.92,0.0,110.92
TR-2022-004452,2023-12-01,Mieter-U-133-2,Berlin,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),83,0.107,8.88,0.0,8.88
TR-2022-003207,2023-12-01,Mieter-U-096-1,München,V-05,Markus Wagner,First Class Abteil,1. Klasse (Business),251,0.459,115.21,0.0,115.21
TR-2022-004822,2023-12-01,Mieter-U-144-1,Hamburg,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),96,0.091,8.74,0.0,8.74
TR-2022-003709,2023-12-01,Mieter-U-111-1,Köln,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),93,0.105,9.76,0.0,9.76
TR-2022-004419,2023-12-01,Mieter-U-132-2,München,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),359,0.469,168.37,0.0,168.37
TR-2022-004384,2023-12-01,Mieter-U-131-1,Berlin,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),48,0.198,9.5,0.0,9.5
TR-2022-003675,2023-12-01,Mieter-U-110-1,Berlin,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),118,0.204,24.07,0.0,24.07
TR-2022-003010,2023-12-01,Mieter-U-090-2,Frankfurt,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),124,0.236,29.26,0.0,29.26
TR-2022-003613,2023-12-01,Mieter-U-108-2,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.426,136.32,0.0,136.32
TR-2022-004587,2023-12-01,Mieter-U-137-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.103,46.66,0.0,46.66
TR-2022-004117,2023-12-01,Mieter-U-123-2,Köln,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),122,0.222,27.08,0.0,27.08
TR-2022-004952,2023-12-01,Mieter-U-148-2,Berlin,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),62,0.226,14.01,0.0,14.01
TR-2022-003412,2023-12-01,Mieter-U-102-2,Frankfurt,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),43,0.096,4.13,0.0,4.13
TR-2022-003545,2023-12-01,Mieter-U-106-1,Hamburg,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),328,0.108,35.42,0.0,35.42
TR-2022-003949,2023-12-01,Mieter-U-118-2,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),40,0.238,9.52,0.0,9.52
TR-2022-004788,2023-12-01,Mieter-U-143-2,München,V-02,Petra Schmidt,First Class Abteil,1. Klasse (Business),292,0.43,125.56,0.0,125.56
TR-2022-003744,2023-12-01,Mieter-U-112-3,Köln,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),68,0.23,15.64,0.0,15.64
TR-2022-004889,2023-12-01,Mieter-U-146-2,Köln,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),49,0.237,11.61,4.9,16.51
TR-2022-004082,2023-12-01,Mieter-U-122-1,München,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),343,0.11,37.73,0.0,37.73
TR-2022-004855,2023-12-01,Mieter-U-145-2,Köln,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),372,0.09,33.48,4.9,38.38
TR-2022-004854,2023-12-01,Mieter-U-145-1,Köln,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),372,0.102,37.94,0.0,37.94
TR-2022-003982,2023-12-01,Mieter-U-119-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),34,0.457,15.54,0.0,15.54
TR-2022-004048,2023-12-01,Mieter-U-121-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),130,0.102,13.26,0.0,13.26
TR-2022-003042,2023-12-01,Mieter-U-091-2,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),410,0.104,42.64,0.0,42.64
TR-2022-003514,2023-12-01,Mieter-U-105-2,Berlin,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),318,0.107,34.03,0.0,34.03
TR-2022-004012,2023-12-01,Mieter-U-120-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),98,0.468,45.86,0.0,45.86
TR-2022-003447,2023-12-01,Mieter-U-103-2,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),30,0.222,6.66,0.0,6.66
TR-2022-003139,2023-12-01,Mieter-U-094-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),117,0.21,24.57,0.0,24.57
TR-2022-004751,2023-12-01,Mieter-U-142-1,Frankfurt,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),138,0.437,60.31,0.0,60.31
TR-2022-004149,2023-12-01,Mieter-U-124-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),180,0.417,75.06,0.0,75.06
TR-2022-003106,2023-12-01,Mieter-U-093-1,Frankfurt,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),88,0.202,17.78,0.0,17.78
TR-2022-004250,2023-12-01,Mieter-U-127-1,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),427,0.108,46.12,0.0,46.12
TR-2022-003644,2023-12-01,Mieter-U-109-2,Berlin,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),309,0.432,133.49,0.0,133.49
TR-2022-003310,2023-12-01,Mieter-U-099-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),238,0.494,117.57,0.0,117.57
TR-2022-004623,2023-12-01,Mieter-U-138-1,Köln,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),199,0.108,21.49,0.0,21.49
TR-2022-003878,2023-12-01,Mieter-U-116-2,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.108,36.4,0.0,36.4
TR-2022-004654,2023-12-01,Mieter-U-139-1,Köln,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),30,0.096,2.88,0.0,2.88
TR-2022-004987,2023-12-01,Mieter-U-149-2,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),168,0.098,16.46,0.0,16.46
TR-2022-004214,2023-12-01,Mieter-U-126-1,München,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),155,0.478,74.09,0.0,74.09
TR-2022-003345,2023-12-01,Mieter-U-100-2,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.474,137.46,0.0,137.46
TR-2022-004182,2023-12-01,Mieter-U-125-2,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.23,16.33,0.0,16.33
TR-2022-003072,2023-12-01,Mieter-U-092-2,München,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),374,0.105,39.27,0.0,39.27
TR-2022-004686,2023-12-01,Mieter-U-140-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),317,0.098,31.07,0.0,31.07
TR-2022-004717,2023-12-01,Mieter-U-141-1,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),124,0.203,25.17,0.0,25.17
TR-2022-003578,2023-12-01,Mieter-U-107-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),270,0.095,25.65,0.0,25.65
TR-2022-003914,2023-12-01,Mieter-U-117-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),459,0.091,41.77,0.0,41.77
TR-2022-003381,2023-12-01,Mieter-U-101-2,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.109,35.64,0.0,35.64
TR-2022-003843,2023-12-01,Mieter-U-115-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),318,0.097,30.85,0.0,30.85
TR-2022-004920,2023-12-01,Mieter-U-147-2,Hamburg,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),34,0.217,7.38,0.0,7.38
TR-2021-005035,2023-12-01,Mieter-U-150-3,Neuss,V-01,Hans Müller,Bordshop,1. Klasse (Business),197,0.419,82.54,0.0,82.54
TR-2022-001310,2023-12-01,Mieter-U-039-1,Frankfurt,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.094,42.58,0.0,42.58
TR-2021-001624,2023-12-01,Mieter-U-048-2,Hamburg,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),131,0.218,28.56,0.0,28.56
TR-2021-001592,2023-12-01,Mieter-U-047-2,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.462,13.4,0.0,13.4
TR-2021-001557,2023-12-01,Mieter-U-046-2,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.489,122.74,4.9,127.64
TR-2022-002612,2023-12-01,Mieter-U-078-1,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),129,0.098,12.64,0.0,12.64
TR-2021-004195,2023-12-01,Mieter-U-125-3,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.211,14.98,0.0,14.98
TR-2021-002957,2023-12-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,0.416,31.62,0.0,31.62
TR-2021-002991,2023-12-01,Mieter-U-089-2,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,0.231,10.86,0.0,10.86
TR-2021-001556,2023-12-01,Mieter-U-046-1,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.482,120.98,0.0,120.98
TR-2021-001524,2023-12-01,Mieter-U-045-1,Köln,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),117,0.11,12.87,0.0,12.87
TR-2022-001445,2023-12-01,Mieter-U-043-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),117,0.434,50.78,0.0,50.78
TR-2022-000191,2023-12-01,Mieter-U-006-1,München,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),48,0.24,11.52,0.0,11.52
TR-2021-003022,2023-12-01,Mieter-U-090-2,Frankfurt,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),124,0.237,29.39,0.0,29.39
TR-2022-001412,2023-12-01,Mieter-U-042-1,Köln,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),317,0.103,32.65,0.0,32.65
TR-2021-003053,2023-12-01,Mieter-U-091-3,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),410,0.106,43.46,0.0,43.46
TR-2022-002275,2023-12-01,Mieter-U-068-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),30,0.221,6.63,0.0,6.63
TR-2021-001659,2023-12-01,Mieter-U-049-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),34,0.101,3.43,0.0,3.43
TR-2022-001377,2023-12-01,Mieter-U-041-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),252,0.45,113.4,0.0,113.4
TR-2021-001690,2023-12-01,Mieter-U-050-2,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),307,0.445,136.62,0.0,136.62
TR-2022-001512,2023-12-01,Mieter-U-045-1,Köln,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),117,0.098,11.47,0.0,11.47
TR-2022-002544,2023-12-01,Mieter-U-076-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),79,0.453,35.79,0.0,35.79
TR-2022-001579,2023-12-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.407,11.8,0.0,11.8
TR-2022-002041,2023-12-01,Mieter-U-061-1,Köln,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),448,0.092,41.22,0.0,41.22
TR-2021-001948,2023-12-01,Mieter-U-058-1,Hamburg,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),488,0.466,227.41,0.0,227.41
TR-2021-001917,2023-12-01,Mieter-U-057-3,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),212,0.11,23.32,0.0,23.32
TR-2021-001886,2023-12-01,Mieter-U-056-2,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),94,0.097,9.12,0.0,9.12
TR-2021-001855,2023-12-01,Mieter-U-055-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),478,0.098,46.84,0.0,46.84
TR-2021-001824,2023-12-01,Mieter-U-054-1,Berlin,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),43,0.208,8.94,0.0,8.94
TR-2021-001788,2023-12-01,Mieter-U-053-2,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.428,41.09,0.0,41.09
TR-2022-001544,2023-12-01,Mieter-U-046-1,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.486,121.99,0.0,121.99
TR-2022-000157,2023-12-01,Mieter-U-005-1,Berlin,V-05,Markus Wagner,Panoramawagen,2. Klasse (Flexpreis),91,0.222,20.2,0.0,20.2
TR-2021-001755,2023-12-01,Mieter-U-052-2,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),51,0.231,11.78,0.0,11.78
TR-2021-001725,2023-12-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.456,197.9,0.0,197.9
TR-2022-002578,2023-12-01,Mieter-U-077-2,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),218,0.428,93.3,0.0,93.3
TR-2021-004226,2023-12-01,Mieter-U-126-1,München,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),155,0.441,68.36,0.0,68.36
TR-2022-001480,2023-12-01,Mieter-U-044-2,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.449,125.72,0.0,125.72
TR-2021-001982,2023-12-01,Mieter-U-059-3,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.208,8.32,0.0,8.32
TR-2022-000227,2023-12-01,Mieter-U-007-2,Hamburg,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),77,0.479,36.88,0.0,36.88
TR-2021-003084,2023-12-01,Mieter-U-092-2,München,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),374,0.106,39.64,0.0,39.64
TR-2021-001289,2023-12-01,Mieter-U-038-2,Köln,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),80,0.493,39.44,0.0,39.44
TR-2021-001254,2023-12-01,Mieter-U-037-2,Frankfurt,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),242,0.486,117.61,0.0,117.61
TR-2021-001219,2023-12-01,Mieter-U-036-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),250,0.097,24.25,0.0,24.25
TR-2022-002710,2023-12-01,Mieter-U-081-1,Hamburg,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),391,0.438,171.26,0.0,171.26
TR-2022-001207,2023-12-01,Mieter-U-036-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),250,0.09,22.5,0.0,22.5
TR-2022-000294,2023-12-01,Mieter-U-009-1,Hamburg,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),92,0.475,43.7,0.0,43.7
TR-2021-001185,2023-12-01,Mieter-U-035-2,Köln,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),467,0.094,43.9,0.0,43.9
TR-2021-001151,2023-12-01,Mieter-U-034-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),478,0.406,194.07,0.0,194.07
TR-2021-001116,2023-12-01,Mieter-U-033-2,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),237,0.091,21.57,4.9,26.47
TR-2021-001115,2023-12-01,Mieter-U-033-1,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),237,0.091,21.57,0.0,21.57
TR-2021-001083,2023-12-01,Mieter-U-032-2,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.103,32.03,0.0,32.03
TR-2022-002240,2023-12-01,Mieter-U-067-1,Frankfurt,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),471,0.109,51.34,0.0,51.34
TR-2022-001172,2023-12-01,Mieter-U-035-1,Köln,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),467,0.103,48.1,0.0,48.1
TR-2021-003252,2023-12-01,Mieter-U-097-2,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.448,92.29,0.0,92.29
TR-2021-003286,2023-12-01,Mieter-U-098-3,München,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),332,0.421,139.77,0.0,139.77
TR-2021-001322,2023-12-01,Mieter-U-039-1,Frankfurt,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.096,43.49,0.0,43.49
TR-2022-002643,2023-12-01,Mieter-U-079-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),123,0.228,28.04,0.0,28.04
TR-2022-002075,2023-12-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.213,23.22,0.0,23.22
