Konto;Kontobezeichnung;Datum;Betrag
8400,0;Erlöse aus Verkäufen;2025-10-31;686,54
8410,0;Erlöse aus Dienstleistungen;2025-10-31;461,79
8410,0;Erlöse aus Dienstleistungen;2025-10-31;660,76
8400,0;Erlöse aus Verkäufen;2025-10-31;264,92
8410,0;Erlöse aus Dienstleistungen;2025-10-31;366,35
8400,0;Erlöse aus Verkäufen;2025-10-31;922,45
8400,0;Erlöse aus Verkäufen;2025-10-31;928,55
8410,0;Erlöse aus Dienstleistungen;2025-10-31;951,72
8410,0;Erlöse aus Dienstleistungen;2025-10-31;490,23
8400,0;Erlöse aus Verkäufen;2025-10-31;954,03
8410,0;Erlöse aus Dienstleistungen;2025-10-31;865,35
8400,0;Erlöse aus Verkäufen;2025-10-31;450,5
8410,0;Erlöse aus Dienstleistungen;2025-10-31;162,81
8400,0;Erlöse aus Verkäufen;2025-10-31;569,16
8410,0;Erlöse aus Dienstleistungen;2025-10-31;684,43
8410,0;Erlöse aus Dienstleistungen;2025-10-31;816,87
8410,0;Erlöse aus Dienstleistungen;2025-10-31;886,35
8400,0;Erlöse aus Verkäufen;2025-10-31;688,42
8400,0;Erlöse aus Verkäufen;2025-10-31;866,68
8400,0;Erlöse aus Verkäufen;2025-10-31;409,92
8400,0;Erlöse aus Verkäufen;2025-10-31;143,55
8410,0;Erlöse aus Dienstleistungen;2025-10-31;907,64
8410,0;Erlöse aus Dienstleistungen;2025-10-31;844,45
8410,0;Erlöse aus Dienstleistungen;2025-10-31;313,57
8410,0;Erlöse aus Dienstleistungen;2025-10-31;805,19
8410,0;Erlöse aus Dienstleistungen;2025-10-31;683,95
8410,0;Erlöse aus Dienstleistungen;2025-10-31;804,07
8410,0;Erlöse aus Dienstleistungen;2025-10-31;503,73
8400,0;Erlöse aus Verkäufen;2025-10-31;925,67
8400,0;Erlöse aus Verkäufen;2025-10-31;655,38
8410,0;Erlöse aus Dienstleistungen;2025-10-31;640,81
8400,0;Erlöse aus Verkäufen;2025-10-31;752,8
8410,0;Erlöse aus Dienstleistungen;2025-10-31;453,76
8410,0;Erlöse aus Dienstleistungen;2025-10-31;526,18
8400,0;Erlöse aus Verkäufen;2025-10-31;744,15
8410,0;Erlöse aus Dienstleistungen;2025-10-31;638,97
8410,0;Erlöse aus Dienstleistungen;2025-10-31;895,13
8400,0;Erlöse aus Verkäufen;2025-10-31;564,97
8400,0;Erlöse aus Verkäufen;2025-10-31;883,37
8400,0;Erlöse aus Verkäufen;2025-10-31;462,4
8400,0;Erlöse aus Verkäufen;2025-10-31;984,69
8410,0;Erlöse aus Dienstleistungen;2025-10-31;876,24
8400,0;Erlöse aus Verkäufen;2025-10-31;921,83
8410,0;Erlöse aus Dienstleistungen;2025-10-31;639,02
8410,0;Erlöse aus Dienstleistungen;2025-10-31;537,59
8410,0;Erlöse aus Dienstleistungen;2025-10-31;203,83
8410,0;Erlöse aus Dienstleistungen;2025-10-31;505,6
8400,0;Erlöse aus Verkäufen;2025-10-31;219,76
8410,0;Erlöse aus Dienstleistungen;2025-10-31;235,72
8400,0;Erlöse aus Verkäufen;2025-10-31;815,32
8400,0;Erlöse aus Verkäufen;2025-10-31;262,58
8410,0;Erlöse aus Dienstleistungen;2025-10-31;669,46
8410,0;Erlöse aus Dienstleistungen;2025-10-31;193,27
8400,0;Erlöse aus Verkäufen;2025-10-31;813,87
8410,0;Erlöse aus Dienstleistungen;2025-10-31;119,67
8410,0;Erlöse aus Dienstleistungen;2025-10-31;924,14
8400,0;Erlöse aus Verkäufen;2025-10-31;271,24
8400,0;Erlöse aus Verkäufen;2025-10-31;136,89
8410,0;Erlöse aus Dienstleistungen;2025-10-31;774,02
8400,0;Erlöse aus Verkäufen;2025-10-31;143,16
8400,0;Erlöse aus Verkäufen;2025-10-31;311,19
8400,0;Erlöse aus Verkäufen;2025-10-31;736,5
8400,0;Erlöse aus Verkäufen;2025-10-31;690,48
8400,0;Erlöse aus Verkäufen;2025-10-31;264,8
8410,0;Erlöse aus Dienstleistungen;2025-10-31;256,86
8410,0;Erlöse aus Dienstleistungen;2025-10-31;882,31
8400,0;Erlöse aus Verkäufen;2025-10-31;948,06
8400,0;Erlöse aus Verkäufen;2025-10-31;633,9
8410,0;Erlöse aus Dienstleistungen;2025-10-31;741,98
8410,0;Erlöse aus Dienstleistungen;2025-10-31;616,87
8400,0;Erlöse aus Verkäufen;2025-10-31;265,55
8400,0;Erlöse aus Verkäufen;2025-10-31;377,6
8410,0;Erlöse aus Dienstleistungen;2025-10-31;127,37
8410,0;Erlöse aus Dienstleistungen;2025-10-31;505,94
8410,0;Erlöse aus Dienstleistungen;2025-10-31;445,15
8410,0;Erlöse aus Dienstleistungen;2025-10-31;497,18
8410,0;Erlöse aus Dienstleistungen;2025-10-31;172,92
8410,0;Erlöse aus Dienstleistungen;2025-10-31;954,09
8410,0;Erlöse aus Dienstleistungen;2025-10-31;918,34
8400,0;Erlöse aus Verkäufen;2025-10-31;910,85
8400,0;Erlöse aus Verkäufen;2025-10-31;955,07
8400,0;Erlöse aus Verkäufen;2025-10-31;351,13
8400,0;Erlöse aus Verkäufen;2025-10-31;230,28
8400,0;Erlöse aus Verkäufen;2025-10-31;413,26
8400,0;Erlöse aus Verkäufen;2025-10-31;323,41
8410,0;Erlöse aus Dienstleistungen;2025-10-31;791,61
8400,0;Erlöse aus Verkäufen;2025-10-31;856,0
8410,0;Erlöse aus Dienstleistungen;2025-10-31;335,98
8410,0;Erlöse aus Dienstleistungen;2025-10-31;506,94
8400,0;Erlöse aus Verkäufen;2025-10-31;842,08
8410,0;Erlöse aus Dienstleistungen;2025-10-31;217,18
8400,0;Erlöse aus Verkäufen;2025-10-31;689,5
8400,0;Erlöse aus Verkäufen;2025-10-31;848,34
8400,0;Erlöse aus Verkäufen;2025-10-31;103,52
8400,0;Erlöse aus Verkäufen;2025-10-31;992,77
8400,0;Erlöse aus Verkäufen;2025-10-31;686,69
8400,0;Erlöse aus Verkäufen;2025-10-31;503,79
8400,0;Erlöse aus Verkäufen;2025-10-31;970,2
8410,0;Erlöse aus Dienstleistungen;2025-10-31;621,46
8410,0;Erlöse aus Dienstleistungen;2025-10-31;662,86
8400,0;Erlöse aus Verkäufen;2025-10-31;393,45
8410,0;Erlöse aus Dienstleistungen;2025-10-31;234,09
8410,0;Erlöse aus Dienstleistungen;2025-10-31;969,57
8400,0;Erlöse aus Verkäufen;2025-10-31;301,07
8410,0;Erlöse aus Dienstleistungen;2025-10-31;752,14
8400,0;Erlöse aus Verkäufen;2025-10-31;426,58
8410,0;Erlöse aus Dienstleistungen;2025-10-31;730,96
8410,0;Erlöse aus Dienstleistungen;2025-10-31;849,45
8410,0;Erlöse aus Dienstleistungen;2025-10-31;699,59
8400,0;Erlöse aus Verkäufen;2025-10-31;735,19
8400,0;Erlöse aus Verkäufen;2025-10-31;887,39
8410,0;Erlöse aus Dienstleistungen;2025-10-31;665,57
8410,0;Erlöse aus Dienstleistungen;2025-10-31;831,04
8410,0;Erlöse aus Dienstleistungen;2025-10-31;476,55
8400,0;Erlöse aus Verkäufen;2025-10-31;195,32
8400,0;Erlöse aus Verkäufen;2025-10-31;226,01
8400,0;Erlöse aus Verkäufen;2025-10-31;562,86
8400,0;Erlöse aus Verkäufen;2025-10-31;385,15
3400,0;Wareneingang (Aufwand);2025-10-31;-352,69
3400,0;Wareneingang (Aufwand);2025-10-31;-241,34
3400,0;Wareneingang (Aufwand);2025-10-31;-365,31
3100,0;Fremdleistungen;2025-10-31;-339,03
3100,0;Fremdleistungen;2025-10-31;-392,33
3100,0;Fremdleistungen;2025-10-31;-52,06
3400,0;Wareneingang (Aufwand);2025-10-31;-122,17
3100,0;Fremdleistungen;2025-10-31;-272,06
3100,0;Fremdleistungen;2025-10-31;-125,43
3100,0;Fremdleistungen;2025-10-31;-157,08
3100,0;Fremdleistungen;2025-10-31;-92,83
3400,0;Wareneingang (Aufwand);2025-10-31;-186,37
3100,0;Fremdleistungen;2025-10-31;-57,07
3100,0;Fremdleistungen;2025-10-31;-358,15
3100,0;Fremdleistungen;2025-10-31;-84,91
3100,0;Fremdleistungen;2025-10-31;-156,27
3400,0;Wareneingang (Aufwand);2025-10-31;-199,07
3400,0;Wareneingang (Aufwand);2025-10-31;-158,74
3400,0;Wareneingang (Aufwand);2025-10-31;-297,72
3100,0;Fremdleistungen;2025-10-31;-177,71
3400,0;Wareneingang (Aufwand);2025-10-31;-215,17
3400,0;Wareneingang (Aufwand);2025-10-31;-181,25
3400,0;Wareneingang (Aufwand);2025-10-31;-258,13
3400,0;Wareneingang (Aufwand);2025-10-31;-161,61
3400,0;Wareneingang (Aufwand);2025-10-31;-177,8
3100,0;Fremdleistungen;2025-10-31;-291,58
3100,0;Fremdleistungen;2025-10-31;-398,34
3400,0;Wareneingang (Aufwand);2025-10-31;-278,53
3100,0;Fremdleistungen;2025-10-31;-71,15
3100,0;Fremdleistungen;2025-10-31;-167,74
3100,0;Fremdleistungen;2025-10-31;-231,32
3100,0;Fremdleistungen;2025-10-31;-211,37
3100,0;Fremdleistungen;2025-10-31;-299,85
3400,0;Wareneingang (Aufwand);2025-10-31;-115,48
3100,0;Fremdleistungen;2025-10-31;-334,4
3100,0;Fremdleistungen;2025-10-31;-193,64
3400,0;Wareneingang (Aufwand);2025-10-31;-101,16
3400,0;Wareneingang (Aufwand);2025-10-31;-387,37
3400,0;Wareneingang (Aufwand);2025-10-31;-374,34
3400,0;Wareneingang (Aufwand);2025-10-31;-93,78
3400,0;Wareneingang (Aufwand);2025-10-31;-354,42
3400,0;Wareneingang (Aufwand);2025-10-31;-285,97
3400,0;Wareneingang (Aufwand);2025-10-31;-339,02
3100,0;Fremdleistungen;2025-10-31;-115,81
3100,0;Fremdleistungen;2025-10-31;-220,69
3400,0;Wareneingang (Aufwand);2025-10-31;-162,61
3400,0;Wareneingang (Aufwand);2025-10-31;-188,72
3100,0;Fremdleistungen;2025-10-31;-383,91
3100,0;Fremdleistungen;2025-10-31;-224,16
3400,0;Wareneingang (Aufwand);2025-10-31;-116,26
3100,0;Fremdleistungen;2025-10-31;-305,96
3400,0;Wareneingang (Aufwand);2025-10-31;-167,31
3400,0;Wareneingang (Aufwand);2025-10-31;-387,16
3400,0;Wareneingang (Aufwand);2025-10-31;-154,33
3100,0;Fremdleistungen;2025-10-31;-166,21
3100,0;Fremdleistungen;2025-10-31;-233,01
3400,0;Wareneingang (Aufwand);2025-10-31;-397,33
3400,0;Wareneingang (Aufwand);2025-10-31;-106,03
3100,0;Fremdleistungen;2025-10-31;-93,45
3100,0;Fremdleistungen;2025-10-31;-178,9
3400,0;Wareneingang (Aufwand);2025-10-31;-297,11
3100,0;Fremdleistungen;2025-10-31;-83,09
3100,0;Fremdleistungen;2025-10-31;-329,66
3400,0;Wareneingang (Aufwand);2025-10-31;-266,07
3100,0;Fremdleistungen;2025-10-31;-372,54
3100,0;Fremdleistungen;2025-10-31;-106,61
3100,0;Fremdleistungen;2025-10-31;-204,65
3400,0;Wareneingang (Aufwand);2025-10-31;-115,81
3100,0;Fremdleistungen;2025-10-31;-230,56
3400,0;Wareneingang (Aufwand);2025-10-31;-152,61
3100,0;Fremdleistungen;2025-10-31;-366,98
3400,0;Wareneingang (Aufwand);2025-10-31;-207,84
3400,0;Wareneingang (Aufwand);2025-10-31;-51,8
3100,0;Fremdleistungen;2025-10-31;-217,01
3100,0;Fremdleistungen;2025-10-31;-334,0
3100,0;Fremdleistungen;2025-10-31;-153,22
3100,0;Fremdleistungen;2025-10-31;-389,39
3100,0;Fremdleistungen;2025-10-31;-71,61
3400,0;Wareneingang (Aufwand);2025-10-31;-328,48
3100,0;Fremdleistungen;2025-10-31;-180,04
3400,0;Wareneingang (Aufwand);2025-10-31;-108,89
3100,0;Fremdleistungen;2025-10-31;-369,67
3400,0;Wareneingang (Aufwand);2025-10-31;-179,43
3100,0;Fremdleistungen;2025-10-31;-56,69
3100,0;Fremdleistungen;2025-10-31;-376,83
3100,0;Fremdleistungen;2025-10-31;-388,25
3400,0;Wareneingang (Aufwand);2025-10-31;-316,34
3400,0;Wareneingang (Aufwand);2025-10-31;-229,54
3400,0;Wareneingang (Aufwand);2025-10-31;-297,26
3400,0;Wareneingang (Aufwand);2025-10-31;-360,26
3400,0;Wareneingang (Aufwand);2025-10-31;-203,98
3400,0;Wareneingang (Aufwand);2025-10-31;-282,98
3400,0;Wareneingang (Aufwand);2025-10-31;-252,43
3100,0;Fremdleistungen;2025-10-31;-349,43
3400,0;Wareneingang (Aufwand);2025-10-31;-275,76
3100,0;Fremdleistungen;2025-10-31;-282,19
3100,0;Fremdleistungen;2025-10-31;-271,94
3400,0;Wareneingang (Aufwand);2025-10-31;-362,28
3100,0;Fremdleistungen;2025-10-31;-174,6
3100,0;Fremdleistungen;2025-10-31;-308,81
;--- ZWISCHENSUMME: Rohertrag 10/2025 ---;2025-10-31;87602,16
4190,0;Aushilfslöhne;2025-10-31;-279,61
4120,0;Gehälter;2025-10-31;-607,43
4190,0;Aushilfslöhne;2025-10-31;-269,2
4120,0;Gehälter;2025-10-31;-1193,17
4120,0;Gehälter;2025-10-31;-1023,19
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-330,24
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-278,16
4120,0;Gehälter;2025-10-31;-1631,32
4190,0;Aushilfslöhne;2025-10-31;-347,71
4190,0;Aushilfslöhne;2025-10-31;-393,6
4120,0;Gehälter;2025-10-31;-1661,21
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-367,81
4190,0;Aushilfslöhne;2025-10-31;-285,73
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-163,77
4190,0;Aushilfslöhne;2025-10-31;-175,01
4190,0;Aushilfslöhne;2025-10-31;-113,01
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-118,51
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-103,88
4190,0;Aushilfslöhne;2025-10-31;-398,96
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-208,37
4120,0;Gehälter;2025-10-31;-1418,36
4190,0;Aushilfslöhne;2025-10-31;-301,84
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-100,41
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-343,63
4190,0;Aushilfslöhne;2025-10-31;-298,31
4120,0;Gehälter;2025-10-31;-815,23
4190,0;Aushilfslöhne;2025-10-31;-108,05
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-233,21
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-303,99
4190,0;Aushilfslöhne;2025-10-31;-350,63
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-137,82
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-346,48
4190,0;Aushilfslöhne;2025-10-31;-235,84
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-255,27
4120,0;Gehälter;2025-10-31;-956,22
4120,0;Gehälter;2025-10-31;-1277,42
4190,0;Aushilfslöhne;2025-10-31;-124,69
4120,0;Gehälter;2025-10-31;-921,43
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-303,1
4190,0;Aushilfslöhne;2025-10-31;-391,62
4190,0;Aushilfslöhne;2025-10-31;-269,64
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-372,58
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-359,72
4120,0;Gehälter;2025-10-31;-1278,0
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-210,72
4120,0;Gehälter;2025-10-31;-1126,49
4190,0;Aushilfslöhne;2025-10-31;-332,58
4190,0;Aushilfslöhne;2025-10-31;-174,42
4190,0;Aushilfslöhne;2025-10-31;-353,67
4130,0;Gesetzliche soziale Aufwendungen;2025-10-31;-358,89
4530,0;Kfz-Kosten;2025-10-31;-247,06
4210,0;Miete;2025-10-31;-381,79
4360,0;Versicherungen;2025-10-31;-424,21
4260,0;Instandhaltung;2025-10-31;-491,19
4260,0;Instandhaltung;2025-10-31;-297,51
4360,0;Versicherungen;2025-10-31;-200,93
4600,0;Werbekosten;2025-10-31;-380,42
4920,0;Telefon und Internet;2025-10-31;-178,36
4930,0;Büromaterial;2025-10-31;-278,94
4360,0;Versicherungen;2025-10-31;-446,34
4920,0;Telefon und Internet;2025-10-31;-344,47
4530,0;Kfz-Kosten;2025-10-31;-346,9
4930,0;Büromaterial;2025-10-31;-120,35
4600,0;Werbekosten;2025-10-31;-128,99
4210,0;Miete;2025-10-31;-485,78
4210,0;Miete;2025-10-31;-395,18
4530,0;Kfz-Kosten;2025-10-31;-204,18
4920,0;Telefon und Internet;2025-10-31;-91,3
4600,0;Werbekosten;2025-10-31;-55,6
4930,0;Büromaterial;2025-10-31;-180,33
4530,0;Kfz-Kosten;2025-10-31;-93,62
4210,0;Miete;2025-10-31;-12,14
4360,0;Versicherungen;2025-10-31;-18,89
4930,0;Büromaterial;2025-10-31;-286,31
4930,0;Büromaterial;2025-10-31;-333,46
4360,0;Versicherungen;2025-10-31;-485,15
4930,0;Büromaterial;2025-10-31;-30,6
4920,0;Telefon und Internet;2025-10-31;-73,41
4600,0;Werbekosten;2025-10-31;-341,75
4210,0;Miete;2025-10-31;-252,51
4930,0;Büromaterial;2025-10-31;-429,94
4600,0;Werbekosten;2025-10-31;-382,23
4360,0;Versicherungen;2025-10-31;-251,32
4920,0;Telefon und Internet;2025-10-31;-226,93
4260,0;Instandhaltung;2025-10-31;-414,93
4360,0;Versicherungen;2025-10-31;-118,28
4600,0;Werbekosten;2025-10-31;-419,2
4600,0;Werbekosten;2025-10-31;-421,35
4930,0;Büromaterial;2025-10-31;-358,46
4600,0;Werbekosten;2025-10-31;-388,13
4920,0;Telefon und Internet;2025-10-31;-40,2
4530,0;Kfz-Kosten;2025-10-31;-302,28
4260,0;Instandhaltung;2025-10-31;-20,16
4360,0;Versicherungen;2025-10-31;-368,22
4920,0;Telefon und Internet;2025-10-31;-179,59
4920,0;Telefon und Internet;2025-10-31;-389,63
4600,0;Werbekosten;2025-10-31;-377,28
4360,0;Versicherungen;2025-10-31;-67,22
4930,0;Büromaterial;2025-10-31;-66,29
4930,0;Büromaterial;2025-10-31;-355,43
4260,0;Instandhaltung;2025-10-31;-413,82
4920,0;Telefon und Internet;2025-10-31;-399,26
4920,0;Telefon und Internet;2025-10-31;-434,09
4920,0;Telefon und Internet;2025-10-31;-373,74
4360,0;Versicherungen;2025-10-31;-36,7
4210,0;Miete;2025-10-31;-213,22
4260,0;Instandhaltung;2025-10-31;-236,21
4530,0;Kfz-Kosten;2025-10-31;-395,55
4930,0;Büromaterial;2025-10-31;-486,36
4600,0;Werbekosten;2025-10-31;-316,18
;--- ZWISCHENSUMME: EBITDA 10/2025 ---;2025-10-31;47102,13
4822,0;Abschreibungen auf Sachanlagen;2025-10-31;-1500,0
;--- ZWISCHENSUMME: EBIT 10/2025 ---;2025-10-31;45602,13
2110,0;Zinserträge;2025-10-31;100,0
2120,0;Zinsaufwendungen;2025-10-31;-400,0
;--- ZWISCHENSUMME: EBT 10/2025 ---;2025-10-31;45302,13
2200,0;Steuern;2025-10-31;-13590,64
;--- ERGEBNIS: Monatsüberschuss 10/2025 ---;2025-10-31;31711,49
8410,0;Erlöse aus Dienstleistungen;2025-11-30;895,51
8400,0;Erlöse aus Verkäufen;2025-11-30;565,56
8400,0;Erlöse aus Verkäufen;2025-11-30;251,48
8400,0;Erlöse aus Verkäufen;2025-11-30;586,71
8400,0;Erlöse aus Verkäufen;2025-11-30;467,56
8410,0;Erlöse aus Dienstleistungen;2025-11-30;236,42
8410,0;Erlöse aus Dienstleistungen;2025-11-30;841,32
8410,0;Erlöse aus Dienstleistungen;2025-11-30;778,35
8410,0;Erlöse aus Dienstleistungen;2025-11-30;519,21
8400,0;Erlöse aus Verkäufen;2025-11-30;387,76
8410,0;Erlöse aus Dienstleistungen;2025-11-30;809,96
8400,0;Erlöse aus Verkäufen;2025-11-30;505,9
8410,0;Erlöse aus Dienstleistungen;2025-11-30;697,1
8400,0;Erlöse aus Verkäufen;2025-11-30;315,01
8400,0;Erlöse aus Verkäufen;2025-11-30;617,13
8410,0;Erlöse aus Dienstleistungen;2025-11-30;140,84
8400,0;Erlöse aus Verkäufen;2025-11-30;719,55
8410,0;Erlöse aus Dienstleistungen;2025-11-30;765,54
8410,0;Erlöse aus Dienstleistungen;2025-11-30;167,42
8400,0;Erlöse aus Verkäufen;2025-11-30;868,91
8410,0;Erlöse aus Dienstleistungen;2025-11-30;348,77
8400,0;Erlöse aus Verkäufen;2025-11-30;437,11
8410,0;Erlöse aus Dienstleistungen;2025-11-30;897,59
8400,0;Erlöse aus Verkäufen;2025-11-30;230,76
8400,0;Erlöse aus Verkäufen;2025-11-30;358,99
8410,0;Erlöse aus Dienstleistungen;2025-11-30;694,55
8400,0;Erlöse aus Verkäufen;2025-11-30;820,25
8410,0;Erlöse aus Dienstleistungen;2025-11-30;106,65
8410,0;Erlöse aus Dienstleistungen;2025-11-30;489,7
8400,0;Erlöse aus Verkäufen;2025-11-30;584,05
8410,0;Erlöse aus Dienstleistungen;2025-11-30;721,0
8410,0;Erlöse aus Dienstleistungen;2025-11-30;962,15
8400,0;Erlöse aus Verkäufen;2025-11-30;373,34
8410,0;Erlöse aus Dienstleistungen;2025-11-30;653,88
8410,0;Erlöse aus Dienstleistungen;2025-11-30;407,89
8410,0;Erlöse aus Dienstleistungen;2025-11-30;186,23
8400,0;Erlöse aus Verkäufen;2025-11-30;285,02
8410,0;Erlöse aus Dienstleistungen;2025-11-30;578,88
8400,0;Erlöse aus Verkäufen;2025-11-30;313,29
8400,0;Erlöse aus Verkäufen;2025-11-30;768,54
8410,0;Erlöse aus Dienstleistungen;2025-11-30;738,49
8410,0;Erlöse aus Dienstleistungen;2025-11-30;384,52
8410,0;Erlöse aus Dienstleistungen;2025-11-30;914,27
8400,0;Erlöse aus Verkäufen;2025-11-30;243,92
8400,0;Erlöse aus Verkäufen;2025-11-30;285,83
8400,0;Erlöse aus Verkäufen;2025-11-30;297,23
8410,0;Erlöse aus Dienstleistungen;2025-11-30;671,91
8400,0;Erlöse aus Verkäufen;2025-11-30;414,72
8400,0;Erlöse aus Verkäufen;2025-11-30;684,23
8410,0;Erlöse aus Dienstleistungen;2025-11-30;382,32
8400,0;Erlöse aus Verkäufen;2025-11-30;364,74
8400,0;Erlöse aus Verkäufen;2025-11-30;818,34
8410,0;Erlöse aus Dienstleistungen;2025-11-30;129,92
8410,0;Erlöse aus Dienstleistungen;2025-11-30;935,05
8400,0;Erlöse aus Verkäufen;2025-11-30;303,47
8410,0;Erlöse aus Dienstleistungen;2025-11-30;703,92
8400,0;Erlöse aus Verkäufen;2025-11-30;788,61
8400,0;Erlöse aus Verkäufen;2025-11-30;700,84
8410,0;Erlöse aus Dienstleistungen;2025-11-30;431,47
8410,0;Erlöse aus Dienstleistungen;2025-11-30;240,82
8410,0;Erlöse aus Dienstleistungen;2025-11-30;739,71
8410,0;Erlöse aus Dienstleistungen;2025-11-30;285,31
8400,0;Erlöse aus Verkäufen;2025-11-30;957,45
8400,0;Erlöse aus Verkäufen;2025-11-30;458,41
8400,0;Erlöse aus Verkäufen;2025-11-30;602,51
8410,0;Erlöse aus Dienstleistungen;2025-11-30;156,49
8400,0;Erlöse aus Verkäufen;2025-11-30;402,32
8410,0;Erlöse aus Dienstleistungen;2025-11-30;476,53
8400,0;Erlöse aus Verkäufen;2025-11-30;370,18
8400,0;Erlöse aus Verkäufen;2025-11-30;659,26
8410,0;Erlöse aus Dienstleistungen;2025-11-30;174,87
8400,0;Erlöse aus Verkäufen;2025-11-30;186,21
8410,0;Erlöse aus Dienstleistungen;2025-11-30;526,83
8410,0;Erlöse aus Dienstleistungen;2025-11-30;278,94
8400,0;Erlöse aus Verkäufen;2025-11-30;626,04
8400,0;Erlöse aus Verkäufen;2025-11-30;188,62
8410,0;Erlöse aus Dienstleistungen;2025-11-30;654,04
8410,0;Erlöse aus Dienstleistungen;2025-11-30;808,32
8410,0;Erlöse aus Dienstleistungen;2025-11-30;682,8
8410,0;Erlöse aus Dienstleistungen;2025-11-30;265,16
8410,0;Erlöse aus Dienstleistungen;2025-11-30;903,19
8400,0;Erlöse aus Verkäufen;2025-11-30;305,9
8400,0;Erlöse aus Verkäufen;2025-11-30;406,26
8410,0;Erlöse aus Dienstleistungen;2025-11-30;104,9
8410,0;Erlöse aus Dienstleistungen;2025-11-30;565,59
8410,0;Erlöse aus Dienstleistungen;2025-11-30;243,36
8400,0;Erlöse aus Verkäufen;2025-11-30;712,26
8410,0;Erlöse aus Dienstleistungen;2025-11-30;185,38
8400,0;Erlöse aus Verkäufen;2025-11-30;907,56
8410,0;Erlöse aus Dienstleistungen;2025-11-30;385,0
8410,0;Erlöse aus Dienstleistungen;2025-11-30;804,28
8400,0;Erlöse aus Verkäufen;2025-11-30;257,89
8410,0;Erlöse aus Dienstleistungen;2025-11-30;584,06
8410,0;Erlöse aus Dienstleistungen;2025-11-30;796,72
8410,0;Erlöse aus Dienstleistungen;2025-11-30;872,67
8400,0;Erlöse aus Verkäufen;2025-11-30;390,26
8410,0;Erlöse aus Dienstleistungen;2025-11-30;895,65
8400,0;Erlöse aus Verkäufen;2025-11-30;178,22
8410,0;Erlöse aus Dienstleistungen;2025-11-30;122,71
8400,0;Erlöse aus Verkäufen;2025-11-30;989,81
8400,0;Erlöse aus Verkäufen;2025-11-30;473,41
8400,0;Erlöse aus Verkäufen;2025-11-30;265,73
8410,0;Erlöse aus Dienstleistungen;2025-11-30;804,25
8410,0;Erlöse aus Dienstleistungen;2025-11-30;227,01
8400,0;Erlöse aus Verkäufen;2025-11-30;539,41
8400,0;Erlöse aus Verkäufen;2025-11-30;692,07
8410,0;Erlöse aus Dienstleistungen;2025-11-30;170,33
8410,0;Erlöse aus Dienstleistungen;2025-11-30;963,63
8400,0;Erlöse aus Verkäufen;2025-11-30;133,63
8400,0;Erlöse aus Verkäufen;2025-11-30;181,8
8410,0;Erlöse aus Dienstleistungen;2025-11-30;724,61
8410,0;Erlöse aus Dienstleistungen;2025-11-30;157,91
8410,0;Erlöse aus Dienstleistungen;2025-11-30;933,05
8410,0;Erlöse aus Dienstleistungen;2025-11-30;191,7
8400,0;Erlöse aus Verkäufen;2025-11-30;480,59
8410,0;Erlöse aus Dienstleistungen;2025-11-30;890,63
8400,0;Erlöse aus Verkäufen;2025-11-30;900,72
8400,0;Erlöse aus Verkäufen;2025-11-30;706,21
8400,0;Erlöse aus Verkäufen;2025-11-30;705,44
8400,0;Erlöse aus Verkäufen;2025-11-30;153,92
8400,0;Erlöse aus Verkäufen;2025-11-30;437,09
8400,0;Erlöse aus Verkäufen;2025-11-30;235,65
8400,0;Erlöse aus Verkäufen;2025-11-30;845,85
8400,0;Erlöse aus Verkäufen;2025-11-30;580,64
8410,0;Erlöse aus Dienstleistungen;2025-11-30;340,29
8400,0;Erlöse aus Verkäufen;2025-11-30;353,51
8410,0;Erlöse aus Dienstleistungen;2025-11-30;589,94
8410,0;Erlöse aus Dienstleistungen;2025-11-30;524,08
8400,0;Erlöse aus Verkäufen;2025-11-30;743,37
8400,0;Erlöse aus Verkäufen;2025-11-30;915,04
8410,0;Erlöse aus Dienstleistungen;2025-11-30;569,21
8400,0;Erlöse aus Verkäufen;2025-11-30;426,68
8400,0;Erlöse aus Verkäufen;2025-11-30;274,19
8400,0;Erlöse aus Verkäufen;2025-11-30;150,04
8410,0;Erlöse aus Dienstleistungen;2025-11-30;207,1
8400,0;Erlöse aus Verkäufen;2025-11-30;762,36
8410,0;Erlöse aus Dienstleistungen;2025-11-30;643,16
8410,0;Erlöse aus Dienstleistungen;2025-11-30;889,91
