Transaktions-ID,Datum,Kunden-ID,Kundenstandort,Produkt-ID,Produktname,Produktkategorie,Menge,Preis pro Einheit,Gesamtbetrag
T121315,2025-11-06,Customer-068,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T121316,2025-11-06,Customer-065,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T121317,2025-11-06,Customer-043,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T121318,2025-11-06,Customer-077,Berlin,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T121319,2025-11-06,Customer-113,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T121320,2025-11-06,Customer-237,München,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T121321,2025-11-06,Customer-198,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T121322,2025-11-06,Customer-001,Berlin,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T121323,2025-11-06,Customer-202,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T121324,2025-11-06,Customer-230,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T121325,2025-11-06,Customer-144,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T121326,2025-11-06,Customer-019,München,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T121327,2025-11-06,Customer-165,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T121328,2025-11-06,Customer-210,München,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T121329,2025-11-06,Customer-181,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T121330,2025-11-06,Customer-073,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T121331,2025-11-06,Customer-140,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T121332,2025-11-06,Customer-100,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T121333,2025-11-06,Customer-064,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121334,2025-11-06,Customer-185,Köln,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T121335,2025-11-06,Customer-227,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T121336,2025-11-06,Customer-083,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T121337,2025-11-06,Customer-136,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T121338,2025-11-06,Customer-204,München,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T121339,2025-11-06,Customer-187,Hamburg,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T121340,2025-11-06,Customer-162,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T121341,2025-11-06,Customer-248,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T121342,2025-11-06,Customer-109,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T121343,2025-11-06,Customer-163,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T121344,2025-11-06,Customer-126,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T121345,2025-11-06,Customer-153,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T121346,2025-11-06,Customer-170,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T121347,2025-11-06,Customer-114,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,3,250000,750000
T121348,2025-11-06,Customer-169,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T121349,2025-11-06,Customer-084,Berlin,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T121350,2025-11-06,Customer-177,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T121351,2025-11-06,Customer-141,Köln,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T121352,2025-11-06,Customer-177,München,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T121353,2025-11-06,Customer-023,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T121354,2025-11-06,Customer-068,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T121355,2025-11-06,Customer-075,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T121356,2025-11-06,Customer-151,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T121357,2025-11-06,Customer-044,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121358,2025-11-06,Customer-113,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T121359,2025-11-06,Customer-161,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T121360,2025-11-06,Customer-153,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T121361,2025-11-06,Customer-176,München,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T121362,2025-11-06,Customer-174,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T121363,2025-11-06,Customer-143,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T121364,2025-11-06,Customer-089,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T121365,2025-11-06,Customer-027,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T121366,2025-11-06,Customer-150,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T121367,2025-11-06,Customer-152,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T121368,2025-11-06,Customer-115,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T121369,2025-11-06,Customer-131,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T121370,2025-11-06,Customer-186,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T121371,2025-11-06,Customer-064,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T121372,2025-11-06,Customer-184,Berlin,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T121373,2025-11-06,Customer-213,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T121374,2025-11-06,Customer-093,Berlin,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T121375,2025-11-06,Customer-122,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121376,2025-11-06,Customer-072,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T121377,2025-11-06,Customer-133,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T121378,2025-11-06,Customer-224,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T121379,2025-11-06,Customer-035,München,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T121380,2025-11-06,Customer-166,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T121381,2025-11-06,Customer-058,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T121382,2025-11-06,Customer-058,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T121383,2025-11-06,Customer-048,Berlin,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T121384,2025-11-06,Customer-148,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T121385,2025-11-06,Customer-160,München,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T121386,2025-11-06,Customer-005,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T121387,2025-11-06,Customer-101,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T121388,2025-11-06,Customer-063,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T121389,2025-11-06,Customer-172,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T121390,2025-11-06,Customer-063,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T121391,2025-11-06,Customer-246,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T121392,2025-11-06,Customer-057,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T121393,2025-11-06,Customer-083,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T121394,2025-11-06,Customer-060,München,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T121395,2025-11-07,Customer-115,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T121396,2025-11-07,Customer-092,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T121397,2025-11-07,Customer-139,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T121398,2025-11-07,Customer-024,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T121399,2025-11-07,Customer-201,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T121400,2025-11-07,Customer-224,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T121401,2025-11-07,Customer-176,München,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T121402,2025-11-07,Customer-079,Hamburg,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T121403,2025-11-07,Customer-241,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T121404,2025-11-07,Customer-136,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T121405,2025-11-07,Customer-053,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121406,2025-11-07,Customer-033,Köln,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T121407,2025-11-07,Customer-116,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T121408,2025-11-07,Customer-039,Köln,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T121409,2025-11-07,Customer-148,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T121410,2025-11-07,Customer-074,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T121411,2025-11-07,Customer-184,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121412,2025-11-07,Customer-089,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T121413,2025-11-07,Customer-104,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T121414,2025-11-07,Customer-048,Berlin,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T121415,2025-11-07,Customer-068,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T121416,2025-11-07,Customer-233,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T121417,2025-11-07,Customer-055,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T121418,2025-11-07,Customer-044,Köln,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T121419,2025-11-07,Customer-118,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T121420,2025-11-07,Customer-171,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T121421,2025-11-07,Customer-167,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T121422,2025-11-07,Customer-068,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T121423,2025-11-07,Customer-180,München,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T121424,2025-11-07,Customer-007,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T121425,2025-11-07,Customer-214,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T121426,2025-11-07,Customer-106,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T121427,2025-11-07,Customer-209,München,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T121428,2025-11-07,Customer-034,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T121429,2025-11-07,Customer-221,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121430,2025-11-07,Customer-173,München,PROD-003,27-Zoll 4K Monitor,Elektronik,4,1200000,4800000
T121431,2025-11-07,Customer-169,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T121432,2025-11-07,Customer-168,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T121433,2025-11-07,Customer-088,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T121434,2025-11-07,Customer-186,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T121435,2025-11-07,Customer-038,München,PROD-010,Webcam 1080p HD,Elektronik,2,85000,170000
T121436,2025-11-07,Customer-153,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T121437,2025-11-07,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T121438,2025-11-07,Customer-010,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T121439,2025-11-07,Customer-181,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T121440,2025-11-07,Customer-155,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T121441,2025-11-07,Customer-132,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T121442,2025-11-07,Customer-025,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T121443,2025-11-07,Customer-133,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T121444,2025-11-07,Customer-240,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T121445,2025-11-07,Customer-220,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T121446,2025-11-07,Customer-136,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T121447,2025-11-07,Customer-248,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T121448,2025-11-07,Customer-186,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T121449,2025-11-07,Customer-241,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T121450,2025-11-07,Customer-208,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T121451,2025-11-07,Customer-123,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121452,2025-11-07,Customer-097,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T121453,2025-11-07,Customer-045,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T121454,2025-11-07,Customer-197,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T121455,2025-11-07,Customer-016,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T121456,2025-11-07,Customer-203,München,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121457,2025-11-07,Customer-103,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T121458,2025-11-07,Customer-237,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T121459,2025-11-07,Customer-102,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T121460,2025-11-07,Customer-216,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T121461,2025-11-07,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,3,250000,750000
T121462,2025-11-07,Customer-167,Köln,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T121463,2025-11-07,Customer-008,Köln,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T121464,2025-11-07,Customer-095,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T121465,2025-11-07,Customer-096,Köln,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121466,2025-11-07,Customer-178,Köln,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T121467,2025-11-07,Customer-123,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T121468,2025-11-07,Customer-049,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121469,2025-11-07,Customer-125,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T121470,2025-11-07,Customer-210,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T121471,2025-11-07,Customer-039,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T121472,2025-11-07,Customer-098,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T121473,2025-11-07,Customer-136,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121474,2025-11-07,Customer-121,München,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T121475,2025-11-07,Customer-122,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T121476,2025-11-07,Customer-167,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T121477,2025-11-07,Customer-174,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T121478,2025-11-07,Customer-106,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T121479,2025-11-07,Customer-131,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T121480,2025-11-07,Customer-120,Köln,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T121481,2025-11-07,Customer-157,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T121482,2025-11-07,Customer-227,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T121483,2025-11-07,Customer-172,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T121484,2025-11-07,Customer-141,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121485,2025-11-07,Customer-031,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T121486,2025-11-07,Customer-011,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T121487,2025-11-07,Customer-105,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121488,2025-11-07,Customer-069,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121489,2025-11-07,Customer-007,München,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T121490,2025-11-07,Customer-026,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T121491,2025-11-07,Customer-116,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T121492,2025-11-07,Customer-057,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T121493,2025-11-07,Customer-057,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T121494,2025-11-07,Customer-120,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T121495,2025-11-07,Customer-212,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T121496,2025-11-07,Customer-023,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T121497,2025-11-07,Customer-224,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T121498,2025-11-07,Customer-108,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T121499,2025-11-07,Customer-048,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T121500,2025-11-07,Customer-242,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T121501,2025-11-07,Customer-177,München,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T121502,2025-11-07,Customer-171,Köln,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T121503,2025-11-07,Customer-010,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121504,2025-11-07,Customer-245,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T121505,2025-11-07,Customer-235,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T121506,2025-11-07,Customer-143,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T121507,2025-11-07,Customer-081,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121508,2025-11-07,Customer-030,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T121509,2025-11-07,Customer-057,Berlin,PROD-010,Webcam 1080p HD,Elektronik,2,85000,170000
T121510,2025-11-07,Customer-228,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T121511,2025-11-07,Customer-218,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T121512,2025-11-07,Customer-103,München,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T121513,2025-11-07,Customer-227,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T121514,2025-11-07,Customer-229,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T121515,2025-11-07,Customer-188,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121516,2025-11-07,Customer-073,München,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T121517,2025-11-07,Customer-024,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121518,2025-11-07,Customer-040,Berlin,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T121519,2025-11-07,Customer-165,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T121520,2025-11-07,Customer-003,München,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T121521,2025-11-07,Customer-216,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T121522,2025-11-07,Customer-250,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T121523,2025-11-07,Customer-209,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T121524,2025-11-07,Customer-019,München,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T121525,2025-11-07,Customer-201,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T121526,2025-11-07,Customer-046,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,3,380000,1140000
T121527,2025-11-07,Customer-126,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T121528,2025-11-07,Customer-125,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T121529,2025-11-08,Customer-089,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T121530,2025-11-08,Customer-111,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,10,1200000,12000000
T121531,2025-11-08,Customer-092,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,3,380000,1140000
T121532,2025-11-08,Customer-006,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T121533,2025-11-08,Customer-100,Berlin,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T121534,2025-11-08,Customer-038,München,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T121535,2025-11-08,Customer-235,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T121536,2025-11-08,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T121537,2025-11-08,Customer-198,Berlin,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T121538,2025-11-08,Customer-210,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T121539,2025-11-08,Customer-150,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T121540,2025-11-08,Customer-248,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T121541,2025-11-08,Customer-217,München,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T121542,2025-11-08,Customer-138,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T121543,2025-11-08,Customer-039,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T121544,2025-11-08,Customer-155,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T121545,2025-11-08,Customer-162,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T121546,2025-11-08,Customer-094,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T121547,2025-11-08,Customer-089,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T121548,2025-11-08,Customer-084,Berlin,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T121549,2025-11-08,Customer-001,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121550,2025-11-08,Customer-015,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T121551,2025-11-08,Customer-143,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121552,2025-11-08,Customer-011,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T121553,2025-11-08,Customer-101,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T121554,2025-11-08,Customer-207,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T121555,2025-11-08,Customer-067,München,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T121556,2025-11-08,Customer-094,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
